opinion,score,sentiment,neg,neu,pos,compound,vader_sentiment
I'm extremely disappointed. This product is a complete letdown.,2.0,negative,0.298,0.702,0.0,-0.5256,negative
This is a game-changer. I use it every day and it never disappoints.,4.0,positive,0.0,0.846,0.154,0.2924,positive
I'm delighted with this product. It's exactly as described.,5.0,positive,0.0,0.708,0.292,0.5106,positive
This is completely useless. It doesn't do what it's supposed to.,2.0,negative,0.236,0.764,0.0,-0.4754,negative
Cheap materials and poor construction. Very unhappy with this purchase.,2.0,negative,0.436,0.564,0.0,-0.7346,negative
This is a poorly designed product that doesn't deliver.,1.0,negative,0.0,1.0,0.0,0.0,neutral
This product is terrible. It broke after one use.,1.0,negative,0.457,0.543,0.0,-0.7096,negative
I'm so disappointed. The quality is far below expectations.,1.0,negative,0.298,0.702,0.0,-0.5256,negative
Excellent craftsmanship and attention to detail. Very impressed.,4.0,positive,0.0,0.458,0.542,0.796,positive
Outstanding quality and performance. I'm very impressed.,4.0,positive,0.0,0.403,0.597,0.8122,positive
Perfect! No complaints whatsoever. Five stars all the way.,5.0,positive,0.0,0.528,0.472,0.7391,positive
Fantastic product! It's even better than I expected.,5.0,positive,0.0,0.469,0.531,0.7777,positive
Horrible product. It doesn't work properly and feels flimsy.,1.0,negative,0.304,0.696,0.0,-0.5423,negative
Awful quality and performance. I regret this purchase.,2.0,negative,0.492,0.508,0.0,-0.7003,negative
Outstanding value. This is a must-have item.,4.0,positive,0.0,0.439,0.561,0.7506,positive
Cheap materials and poor construction. Very unhappy with this purchase.,2.0,negative,0.436,0.564,0.0,-0.7346,negative
Best purchase I've made in a long time. The quality is outstanding.,4.0,positive,0.0,0.549,0.451,0.8481,positive
I'm extremely frustrated with this purchase. It's unreliable.,2.0,negative,0.345,0.655,0.0,-0.5709,negative
The product is poorly designed and uncomfortable to use.,1.0,negative,0.245,0.755,0.0,-0.3818,negative
Really enjoyed playing this.,5.0,positive,0.0,0.261,0.739,0.688,positive
Impressive visuals and smooth performance.,5.0,positive,0.0,0.548,0.452,0.5106,positive
Exceeded my expectations.,5.0,positive,0.0,1.0,0.0,0.0,neutral
Fun and engaging gameplay.,5.0,positive,0.0,0.26,0.74,0.6908,positive
Really enjoyed playing this.,4.0,positive,0.0,0.261,0.739,0.688,positive
Great experience overall.,5.0,positive,0.0,0.328,0.672,0.6249,positive
Great experience overall.,4.0,positive,0.0,0.328,0.672,0.6249,positive
Really enjoyed playing this.,3.0,positive,0.0,0.261,0.739,0.688,positive
Exceeded my expectations.,5.0,positive,0.0,1.0,0.0,0.0,neutral
Exceeded my expectations.,5.0,positive,0.0,1.0,0.0,0.0,neutral
Exceeded my expectations.,3.0,positive,0.0,1.0,0.0,0.0,neutral
Fun and engaging gameplay.,3.0,positive,0.0,0.26,0.74,0.6908,positive
Impressive visuals and smooth performance.,4.0,positive,0.0,0.548,0.452,0.5106,positive
Impressive visuals and smooth performance.,3.0,positive,0.0,0.548,0.452,0.5106,positive
Exceeded my expectations.,4.0,positive,0.0,1.0,0.0,0.0,neutral
Impressive visuals and smooth performance.,5.0,positive,0.0,0.548,0.452,0.5106,positive
Impressive visuals and smooth performance.,3.0,positive,0.0,0.548,0.452,0.5106,positive
Really enjoyed playing this.,3.0,positive,0.0,0.261,0.739,0.688,positive
Fun and engaging gameplay.,4.0,positive,0.0,0.26,0.74,0.6908,positive
Exceeded my expectations.,4.0,positive,0.0,1.0,0.0,0.0,neutral
Exceeded my expectations.,4.0,positive,0.0,1.0,0.0,0.0,neutral
Really enjoyed playing this.,4.0,positive,0.0,0.261,0.739,0.688,positive
Really enjoyed playing this.,5.0,positive,0.0,0.261,0.739,0.688,positive
Exceeded my expectations.,4.0,positive,0.0,1.0,0.0,0.0,neutral
Fun and engaging gameplay.,3.0,positive,0.0,0.26,0.74,0.6908,positive
Exceeded my expectations.,5.0,positive,0.0,1.0,0.0,0.0,neutral
Exceeded my expectations.,3.0,positive,0.0,1.0,0.0,0.0,neutral
Fun and engaging gameplay.,3.0,positive,0.0,0.26,0.74,0.6908,positive
Really enjoyed playing this.,3.0,positive,0.0,0.261,0.739,0.688,positive
Fun and engaging gameplay.,5.0,positive,0.0,0.26,0.74,0.6908,positive
Impressive visuals and smooth performance.,4.0,positive,0.0,0.548,0.452,0.5106,positive
Fun and engaging gameplay.,3.0,positive,0.0,0.26,0.74,0.6908,positive
Fun and engaging gameplay.,5.0,positive,0.0,0.26,0.74,0.6908,positive
Really enjoyed playing this.,5.0,positive,0.0,0.261,0.739,0.688,positive
Great experience overall.,5.0,positive,0.0,0.328,0.672,0.6249,positive
Exceeded my expectations.,3.0,positive,0.0,1.0,0.0,0.0,neutral
Impressive visuals and smooth performance.,3.0,positive,0.0,0.548,0.452,0.5106,positive
Impressive visuals and smooth performance.,3.0,positive,0.0,0.548,0.452,0.5106,positive
Impressive visuals and smooth performance.,5.0,positive,0.0,0.548,0.452,0.5106,positive
Really enjoyed playing this.,4.0,positive,0.0,0.261,0.739,0.688,positive
Impressive visuals and smooth performance.,5.0,positive,0.0,0.548,0.452,0.5106,positive
Really enjoyed playing this.,4.0,positive,0.0,0.261,0.739,0.688,positive
Great experience overall.,4.0,positive,0.0,0.328,0.672,0.6249,positive
Really enjoyed playing this.,3.0,positive,0.0,0.261,0.739,0.688,positive
Fun and engaging gameplay.,3.0,positive,0.0,0.26,0.74,0.6908,positive
Impressive visuals and smooth performance.,5.0,positive,0.0,0.548,0.452,0.5106,positive
Impressive visuals and smooth performance.,3.0,positive,0.0,0.548,0.452,0.5106,positive
Really enjoyed playing this.,4.0,positive,0.0,0.261,0.739,0.688,positive
Exceeded my expectations.,4.0,positive,0.0,1.0,0.0,0.0,neutral
Really enjoyed playing this.,5.0,positive,0.0,0.261,0.739,0.688,positive
Exceeded my expectations.,5.0,positive,0.0,1.0,0.0,0.0,neutral
Fun and engaging gameplay.,5.0,positive,0.0,0.26,0.74,0.6908,positive
Great experience overall.,5.0,positive,0.0,0.328,0.672,0.6249,positive
Great experience overall.,5.0,positive,0.0,0.328,0.672,0.6249,positive
Exceeded my expectations.,4.0,positive,0.0,1.0,0.0,0.0,neutral
Exceeded my expectations.,5.0,positive,0.0,1.0,0.0,0.0,neutral
Impressive visuals and smooth performance.,5.0,positive,0.0,0.548,0.452,0.5106,positive
Fun and engaging gameplay.,3.0,positive,0.0,0.26,0.74,0.6908,positive
Really enjoyed playing this.,5.0,positive,0.0,0.261,0.739,0.688,positive
Really enjoyed playing this.,5.0,positive,0.0,0.261,0.739,0.688,positive
Great experience overall.,4.0,positive,0.0,0.328,0.672,0.6249,positive
Exceeded my expectations.,5.0,positive,0.0,1.0,0.0,0.0,neutral
Really enjoyed playing this.,3.0,positive,0.0,0.261,0.739,0.688,positive
Fun and engaging gameplay.,4.0,positive,0.0,0.26,0.74,0.6908,positive
Exceeded my expectations.,5.0,positive,0.0,1.0,0.0,0.0,neutral
Exceeded my expectations.,4.0,positive,0.0,1.0,0.0,0.0,neutral
Really enjoyed playing this.,5.0,positive,0.0,0.261,0.739,0.688,positive
Impressive visuals and smooth performance.,4.0,positive,0.0,0.548,0.452,0.5106,positive
Really enjoyed playing this.,4.0,positive,0.0,0.261,0.739,0.688,positive
Really enjoyed playing this.,3.0,positive,0.0,0.261,0.739,0.688,positive
Really enjoyed playing this.,4.0,positive,0.0,0.261,0.739,0.688,positive
Impressive visuals and smooth performance.,3.0,positive,0.0,0.548,0.452,0.5106,positive
Really enjoyed playing this.,3.0,positive,0.0,0.261,0.739,0.688,positive
Fun and engaging gameplay.,3.0,positive,0.0,0.26,0.74,0.6908,positive
Impressive visuals and smooth performance.,3.0,positive,0.0,0.548,0.452,0.5106,positive
Fun and engaging gameplay.,4.0,positive,0.0,0.26,0.74,0.6908,positive
Really enjoyed playing this.,4.0,positive,0.0,0.261,0.739,0.688,positive
Fun and engaging gameplay.,3.0,positive,0.0,0.26,0.74,0.6908,positive
Impressive visuals and smooth performance.,3.0,positive,0.0,0.548,0.452,0.5106,positive
Really enjoyed playing this.,4.0,positive,0.0,0.261,0.739,0.688,positive
Fun and engaging gameplay.,5.0,positive,0.0,0.26,0.74,0.6908,positive
Impressive visuals and smooth performance.,5.0,positive,0.0,0.548,0.452,0.5106,positive
Impressive visuals and smooth performance.,4.0,positive,0.0,0.548,0.452,0.5106,positive
Fun and engaging gameplay.,5.0,positive,0.0,0.26,0.74,0.6908,positive
Great experience overall.,5.0,positive,0.0,0.328,0.672,0.6249,positive
Impressive visuals and smooth performance.,5.0,positive,0.0,0.548,0.452,0.5106,positive
Really enjoyed playing this.,5.0,positive,0.0,0.261,0.739,0.688,positive
Great experience overall.,4.0,positive,0.0,0.328,0.672,0.6249,positive
Fun and engaging gameplay.,5.0,positive,0.0,0.26,0.74,0.6908,positive
Exceeded my expectations.,5.0,positive,0.0,1.0,0.0,0.0,neutral
Really enjoyed playing this.,4.0,positive,0.0,0.261,0.739,0.688,positive
Great experience overall.,3.0,positive,0.0,0.328,0.672,0.6249,positive
Impressive visuals and smooth performance.,3.0,positive,0.0,0.548,0.452,0.5106,positive
Impressive visuals and smooth performance.,3.0,positive,0.0,0.548,0.452,0.5106,positive
Really enjoyed playing this.,4.0,positive,0.0,0.261,0.739,0.688,positive
Great experience overall.,4.0,positive,0.0,0.328,0.672,0.6249,positive
Great experience overall.,4.0,positive,0.0,0.328,0.672,0.6249,positive
Exceeded my expectations.,5.0,positive,0.0,1.0,0.0,0.0,neutral
Exceeded my expectations.,5.0,positive,0.0,1.0,0.0,0.0,neutral
Impressive visuals and smooth performance.,4.0,positive,0.0,0.548,0.452,0.5106,positive
Disappointing and unpolished.,0.0,negative,0.615,0.385,0.0,-0.4939,negative
Feels unfinished.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Didn't meet expectations.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Didn't meet expectations.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Poor controls and bugs everywhere.,1.0,negative,0.437,0.563,0.0,-0.4767,negative
Disappointing and unpolished.,2.0,negative,0.615,0.385,0.0,-0.4939,negative
Feels unfinished.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Disappointing and unpolished.,0.0,negative,0.615,0.385,0.0,-0.4939,negative
Disappointing and unpolished.,2.0,negative,0.615,0.385,0.0,-0.4939,negative
Feels unfinished.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Disappointing and unpolished.,2.0,negative,0.615,0.385,0.0,-0.4939,negative
Feels unfinished.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Poor controls and bugs everywhere.,0.0,negative,0.437,0.563,0.0,-0.4767,negative
Not enjoyable to play.,1.0,negative,0.69,0.31,0.0,-0.5334,negative
Feels unfinished.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Poor controls and bugs everywhere.,1.0,negative,0.437,0.563,0.0,-0.4767,negative
Disappointing and unpolished.,2.0,negative,0.615,0.385,0.0,-0.4939,negative
Feels unfinished.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Didn't meet expectations.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Poor controls and bugs everywhere.,1.0,negative,0.437,0.563,0.0,-0.4767,negative
Not enjoyable to play.,0.0,negative,0.69,0.31,0.0,-0.5334,negative
Poor controls and bugs everywhere.,1.0,negative,0.437,0.563,0.0,-0.4767,negative
Poor controls and bugs everywhere.,0.0,negative,0.437,0.563,0.0,-0.4767,negative
Feels unfinished.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Not enjoyable to play.,0.0,negative,0.69,0.31,0.0,-0.5334,negative
Feels unfinished.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Didn't meet expectations.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Didn't meet expectations.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Not enjoyable to play.,0.0,negative,0.69,0.31,0.0,-0.5334,negative
Poor controls and bugs everywhere.,0.0,negative,0.437,0.563,0.0,-0.4767,negative
Not enjoyable to play.,0.0,negative,0.69,0.31,0.0,-0.5334,negative
Not enjoyable to play.,2.0,negative,0.69,0.31,0.0,-0.5334,negative
Didn't meet expectations.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Not enjoyable to play.,1.0,negative,0.69,0.31,0.0,-0.5334,negative
Not enjoyable to play.,2.0,negative,0.69,0.31,0.0,-0.5334,negative
Didn't meet expectations.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Feels unfinished.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Feels unfinished.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Disappointing and unpolished.,2.0,negative,0.615,0.385,0.0,-0.4939,negative
Not enjoyable to play.,1.0,negative,0.69,0.31,0.0,-0.5334,negative
Feels unfinished.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Not enjoyable to play.,0.0,negative,0.69,0.31,0.0,-0.5334,negative
Poor controls and bugs everywhere.,0.0,negative,0.437,0.563,0.0,-0.4767,negative
Poor controls and bugs everywhere.,2.0,negative,0.437,0.563,0.0,-0.4767,negative
Not enjoyable to play.,2.0,negative,0.69,0.31,0.0,-0.5334,negative
Feels unfinished.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Feels unfinished.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Didn't meet expectations.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Poor controls and bugs everywhere.,2.0,negative,0.437,0.563,0.0,-0.4767,negative
Poor controls and bugs everywhere.,0.0,negative,0.437,0.563,0.0,-0.4767,negative
Not enjoyable to play.,2.0,negative,0.69,0.31,0.0,-0.5334,negative
Not enjoyable to play.,0.0,negative,0.69,0.31,0.0,-0.5334,negative
Feels unfinished.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Didn't meet expectations.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Not enjoyable to play.,0.0,negative,0.69,0.31,0.0,-0.5334,negative
Didn't meet expectations.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Disappointing and unpolished.,0.0,negative,0.615,0.385,0.0,-0.4939,negative
Feels unfinished.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Not enjoyable to play.,1.0,negative,0.69,0.31,0.0,-0.5334,negative
Feels unfinished.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Not enjoyable to play.,0.0,negative,0.69,0.31,0.0,-0.5334,negative
Poor controls and bugs everywhere.,0.0,negative,0.437,0.563,0.0,-0.4767,negative
Didn't meet expectations.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Not enjoyable to play.,1.0,negative,0.69,0.31,0.0,-0.5334,negative
Poor controls and bugs everywhere.,0.0,negative,0.437,0.563,0.0,-0.4767,negative
Disappointing and unpolished.,0.0,negative,0.615,0.385,0.0,-0.4939,negative
Disappointing and unpolished.,2.0,negative,0.615,0.385,0.0,-0.4939,negative
Poor controls and bugs everywhere.,1.0,negative,0.437,0.563,0.0,-0.4767,negative
Feels unfinished.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Poor controls and bugs everywhere.,2.0,negative,0.437,0.563,0.0,-0.4767,negative
Feels unfinished.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Disappointing and unpolished.,0.0,negative,0.615,0.385,0.0,-0.4939,negative
Poor controls and bugs everywhere.,0.0,negative,0.437,0.563,0.0,-0.4767,negative
Didn't meet expectations.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Feels unfinished.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Poor controls and bugs everywhere.,2.0,negative,0.437,0.563,0.0,-0.4767,negative
Not enjoyable to play.,0.0,negative,0.69,0.31,0.0,-0.5334,negative
Poor controls and bugs everywhere.,1.0,negative,0.437,0.563,0.0,-0.4767,negative
Poor controls and bugs everywhere.,1.0,negative,0.437,0.563,0.0,-0.4767,negative
Didn't meet expectations.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Poor controls and bugs everywhere.,2.0,negative,0.437,0.563,0.0,-0.4767,negative
Feels unfinished.,0.0,negative,0.0,1.0,0.0,0.0,neutral
Disappointing and unpolished.,2.0,negative,0.615,0.385,0.0,-0.4939,negative
Feels unfinished.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Didn't meet expectations.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Feels unfinished.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Didn't meet expectations.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Feels unfinished.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Didn't meet expectations.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Not enjoyable to play.,2.0,negative,0.69,0.31,0.0,-0.5334,negative
Feels unfinished.,2.0,negative,0.0,1.0,0.0,0.0,neutral
Disappointing and unpolished.,2.0,negative,0.615,0.385,0.0,-0.4939,negative
Poor controls and bugs everywhere.,0.0,negative,0.437,0.563,0.0,-0.4767,negative
Didn't meet expectations.,1.0,negative,0.0,1.0,0.0,0.0,neutral
Poor controls and bugs everywhere.,1.0,negative,0.437,0.563,0.0,-0.4767,negative
Poor controls and bugs everywhere.,1.0,negative,0.437,0.563,0.0,-0.4767,negative
Disappointing and unpolished.,2.0,negative,0.615,0.385,0.0,-0.4939,negative
Poor controls and bugs everywhere.,0.0,negative,0.437,0.563,0.0,-0.4767,negative
Not enjoyable to play.,0.0,negative,0.69,0.31,0.0,-0.5334,negative
Didn't meet expectations.,2.0,negative,0.0,1.0,0.0,0.0,neutral
"Compared to my previous coffee maker, the brew strength options let me dial in exactly the taste I like, so for me it absolutely lives up to the promise.",5.0,positive,0.0,0.765,0.235,0.7906,positive
"Compared to my previous coffee maker, the reusable filter helps me save money and reduce waste, so I definitely feel I got my money’s worth.",4.0,positive,0.084,0.597,0.319,0.7832,positive
"Ever since I bought this smart coffee maker, it consistently brews flavorful coffee that tastes better than most café drinks, so for me it absolutely lives up to the promise.",5.0,positive,0.0,0.764,0.236,0.8087,positive
"From the first week of use, the pre-heating time is minimal, which fits my rushed mornings, so for me it absolutely lives up to the promise.",5.0,positive,0.0,0.916,0.084,0.3182,positive
"I’ve been using this coffee maker for nearly a month and the smart features actually feel useful instead of gimmicky, so I’m genuinely happy with how it performs overall.",5.0,positive,0.0,0.731,0.269,0.8612,positive
"For my morning routine, the app connection drops more often than it works, and I’m already considering replacing it with something else.",2.0,negative,0.0,1.0,0.0,0.0,neutral
"Ever since I switched to this smart coffee maker, the water tank capacity is too small for multiple cups in a row, so overall it has been a frustrating purchase.",2.0,negative,0.085,0.823,0.092,0.058,positive
"For my small apartment kitchen, it produces a smooth cup with no burnt or bitter aftertaste, making it feel like a small luxury every single morning.",5.0,positive,0.073,0.766,0.161,0.3883,positive
"After over a month with this machine, I can say it produces a smooth cup with no burnt or bitter aftertaste, and I’d confidently buy it again if needed.",5.0,positive,0.065,0.773,0.162,0.4993,positive
"As a casual coffee drinker, I’m surprised that the pre-heating time is minimal, which fits my rushed mornings, so for me it absolutely lives up to the promise.",4.0,positive,0.0,0.806,0.194,0.6124,positive
"As someone who drinks several cups a day, I think the brew strength options let me dial in exactly the taste I like, so I’m genuinely happy with how it performs overall.",4.0,positive,0.0,0.75,0.25,0.8646,positive
"Ever since I switched to this smart coffee maker, the app connection drops more often than it works, so I don’t feel that it delivers on its promises.",1.0,negative,0.0,0.82,0.18,0.6932,positive
"After around six weeks of daily use, I have to admit the brewing process sometimes stops midway for no clear reason, which is why I would not buy it again.",1.0,negative,0.116,0.829,0.055,-0.2462,negative
"In our busy household, the smart features actually feel useful instead of gimmicky, so for me it absolutely lives up to the promise.",4.0,positive,0.0,0.717,0.283,0.7845,positive
"In our household, we quickly realized that it struggles to brew consistently hot coffee, and I’m already considering replacing it with something else.",2.0,negative,0.102,0.898,0.0,-0.3612,negative
"From the first week I noticed that the machine occasionally refuses to start brewing even when set up correctly, so I don’t feel that it delivers on its promises.",2.0,negative,0.0,0.915,0.085,0.3818,positive
"I’ve been using this coffee maker for nearly a month and the build feels solid and the buttons respond instantly, so I don’t see myself going back to a basic brewer.",5.0,positive,0.0,0.949,0.051,0.1531,positive
"As a frequent coffee drinker, it bothers me that the machine occasionally refuses to start brewing even when set up correctly, so overall it has been a frustrating purchase.",1.0,negative,0.148,0.852,0.0,-0.5719,negative
"Ever since I switched to this smart coffee maker, the advertised smart features feel clunky and unreliable, and I often wish I had picked a simpler model instead.",1.0,negative,0.0,0.746,0.254,0.8188,positive
"After nearly a month with this machine, I can say the machine fits perfectly under my cabinets and still opens easily, so I don’t see myself going back to a basic brewer.",4.0,positive,0.0,0.82,0.18,0.765,positive
"After over a month with this machine, I can say the temperature and strength settings give me a lot of control over the final cup, and I’ve already recommended it to a couple of friends.",5.0,positive,0.0,0.798,0.202,0.7964,positive
"After half a year with this machine, I can say it consistently brews flavorful coffee that tastes better than most café drinks, which is why I’d rate it very highly.",4.0,positive,0.0,0.909,0.091,0.4404,positive
"From the first week I noticed that the water tank capacity is too small for multiple cups in a row, which defeats the whole purpose of paying extra for smart features.",2.0,negative,0.068,0.853,0.079,0.1027,positive
"Ever since I switched to this smart coffee maker, the water tank capacity is too small for multiple cups in a row, and I’m already considering replacing it with something else.",1.0,negative,0.0,0.906,0.094,0.481,positive
"Ever since I switched to this smart coffee maker, the machine occasionally refuses to start brewing even when set up correctly, so in hindsight, I think it was a poor choice.",1.0,negative,0.088,0.823,0.089,0.0065,neutral
"In our busy household, it consistently brews flavorful coffee that tastes better than most café drinks, so I’m genuinely happy with how it performs overall.",5.0,positive,0.0,0.77,0.23,0.7823,positive
"As a work-from-home professional, I feel the app integration makes it easy to schedule my morning brew, so I definitely feel I got my money’s worth.",4.0,positive,0.0,0.747,0.253,0.7769,positive
"After half a year with this machine, I can say it consistently brews flavorful coffee that tastes better than most café drinks, so I’m genuinely happy with how it performs overall.",4.0,positive,0.0,0.809,0.191,0.7823,positive
"For my morning routine, the water tank capacity is too small for multiple cups in a row, and I’m already considering replacing it with something else.",1.0,negative,0.0,1.0,0.0,0.0,neutral
"For my small apartment kitchen, the app integration makes it easy to schedule my morning brew, and I’d confidently buy it again if needed.",5.0,positive,0.0,0.786,0.214,0.7184,positive
"As a remote worker who needs reliable coffee, I feel that the interface is not intuitive and I still fumble with the buttons, so I don’t feel that it delivers on its promises.",2.0,negative,0.0,0.925,0.075,0.3818,positive
"As a remote worker who needs reliable coffee, I feel that the water tank capacity is too small for multiple cups in a row, and I’m already considering replacing it with something else.",2.0,negative,0.0,1.0,0.0,0.0,neutral
"Compared to my old basic coffee maker, the app connection drops more often than it works, and at this point I’m disappointed with the brand.",1.0,negative,0.114,0.886,0.0,-0.4767,negative
"As a casual coffee drinker, I’m surprised that it consistently brews flavorful coffee that tastes better than most café drinks, so I definitely feel I got my money’s worth.",5.0,positive,0.0,0.676,0.324,0.8583,positive
"For my morning routine, the interface is not intuitive and I still fumble with the buttons, which is why I would not buy it again.",2.0,negative,0.0,1.0,0.0,0.0,neutral
"As a frequent coffee drinker, it bothers me that the design looks nice but the materials feel flimsy, and I’m already considering replacing it with something else.",2.0,negative,0.049,0.883,0.067,0.128,positive
"After more than six months of daily use, I have to admit cleaning the inside of the machine is awkward and time-consuming, which makes the high price tag feel unjustified.",1.0,negative,0.051,0.892,0.057,0.0516,positive
"As someone who drinks several cups a day, I think it consistently brews flavorful coffee that tastes better than most café drinks, which is why I’d rate it very highly.",5.0,positive,0.0,0.909,0.091,0.4404,positive
"After over a month of daily use, I have to admit cleaning the inside of the machine is awkward and time-consuming, so in hindsight, I think it was a poor choice.",1.0,negative,0.136,0.812,0.052,-0.4404,negative
"As someone who drinks several cups a day, I think the pre-heating time is minimal, which fits my rushed mornings, making it feel like a small luxury every single morning.",5.0,positive,0.0,0.921,0.079,0.3612,positive
"After over a month of daily use, I have to admit the interface is not intuitive and I still fumble with the buttons, so overall it has been a frustrating purchase.",2.0,negative,0.086,0.861,0.053,-0.2732,negative
"From the first week of use, the machine fits perfectly under my cabinets and still opens easily, and it has become one of my favorite kitchen gadgets.",4.0,positive,0.0,0.714,0.286,0.8625,positive
"As a remote worker who needs reliable coffee, I feel that the machine occasionally refuses to start brewing even when set up correctly, which defeats the whole purpose of paying extra for smart features.",2.0,negative,0.062,0.865,0.073,0.1027,positive
"In our busy household, the reusable filter helps me save money and reduce waste, which is why I’d rate it very highly.",5.0,positive,0.101,0.688,0.21,0.4588,positive
"I’ve been using this coffee maker for a few days and the app integration makes it easy to schedule my morning brew, making it feel like a small luxury every single morning.",5.0,positive,0.0,0.847,0.153,0.6597,positive
"As someone who drinks several cups a day, I think it produces a smooth cup with no burnt or bitter aftertaste, making it feel like a small luxury every single morning.",5.0,positive,0.063,0.799,0.138,0.3883,positive
"Ever since I bought this smart coffee maker, the app integration makes it easy to schedule my morning brew, and it has become one of my favorite kitchen gadgets.",5.0,positive,0.0,0.742,0.258,0.8412,positive
"For my morning routine, the design looks nice but the materials feel flimsy, and at this point I’m disappointed with the brand.",2.0,negative,0.159,0.768,0.073,-0.5023,negative
"For my small apartment kitchen, the temperature and strength settings give me a lot of control over the final cup, which is why I’d rate it very highly.",5.0,positive,0.0,0.894,0.106,0.4939,positive
"As a remote worker who needs reliable coffee, I feel that the app connection drops more often than it works, so I wouldn’t feel comfortable recommending it.",2.0,negative,0.0,0.887,0.113,0.5106,positive
"From the first week of use, the temperature and strength settings give me a lot of control over the final cup, making it feel like a small luxury every single morning.",5.0,positive,0.0,0.836,0.164,0.6908,positive
"As someone who drinks several cups a day, I think it consistently brews flavorful coffee that tastes better than most café drinks, and I’d confidently buy it again if needed.",5.0,positive,0.0,0.824,0.176,0.7184,positive
"From the first week I noticed that it makes more noise than I expected for a modern appliance, so I wouldn’t feel comfortable recommending it.",1.0,negative,0.0,0.879,0.121,0.5106,positive
"I’ve been using this coffee maker for more than six months and the advertised smart features feel clunky and unreliable, so in hindsight, I think it was a poor choice.",2.0,negative,0.092,0.828,0.08,-0.1027,negative
"I’ve been using this coffee maker for three months and the reusable filter helps me save money and reduce waste, so I definitely feel I got my money’s worth.",5.0,positive,0.075,0.64,0.285,0.7832,positive
"As a casual coffee drinker, I’m surprised that the app integration makes it easy to schedule my morning brew, so I definitely feel I got my money’s worth.",5.0,positive,0.0,0.667,0.333,0.8583,positive
"As someone who drinks several cups a day, I think the smart features actually feel useful instead of gimmicky, which makes my mornings feel a lot more relaxed.",5.0,positive,0.0,0.733,0.267,0.8439,positive
"After more than six months with this machine, I can say the smart features actually feel useful instead of gimmicky, making it feel like a small luxury every single morning.",4.0,positive,0.0,0.769,0.231,0.7964,positive
"For my morning routine, cleaning the inside of the machine is awkward and time-consuming, so I don’t feel that it delivers on its promises.",2.0,negative,0.061,0.84,0.099,0.25,positive
"As a work-from-home professional, I feel it consistently brews flavorful coffee that tastes better than most café drinks, so I’m genuinely happy with how it performs overall.",5.0,positive,0.0,0.785,0.215,0.7823,positive
"After half a year with this machine, I can say it consistently brews flavorful coffee that tastes better than most café drinks, so I don’t see myself going back to a basic brewer.",4.0,positive,0.0,0.917,0.083,0.4404,positive
"As someone who relies on coffee to start the day, I find that the machine occasionally refuses to start brewing even when set up correctly, so in hindsight, I think it was a poor choice.",2.0,negative,0.084,0.916,0.0,-0.4767,negative
"After a couple of months of daily use, I have to admit it struggles to brew consistently hot coffee, so I wouldn’t feel comfortable recommending it.",2.0,negative,0.082,0.752,0.167,0.3818,positive
"After around four months with this machine, I can say the temperature and strength settings give me a lot of control over the final cup, and I’ve already recommended it to a couple of friends.",5.0,positive,0.0,0.798,0.202,0.7964,positive
"For my morning routine, the advertised smart features feel clunky and unreliable, so I don’t feel that it delivers on its promises.",1.0,negative,0.0,0.791,0.209,0.6486,positive
"After three months with this machine, I can say the app integration makes it easy to schedule my morning brew, so I definitely feel I got my money’s worth.",5.0,positive,0.0,0.77,0.23,0.7769,positive
